method,app,run,crawl_dir,exit_status,duration_seconds,states,edges,crawl_paths,average_dom_kb,candidate_elements,candidate_elements_per_state,failed_events,near_duplicates,states_with_dep,dep_state_coverage_pct,unique_dep,unique_dep_per_state,unique_links,unique_resources,unique_js_sources,code_coverage_files,code_coverage_parse_errors,code_covered_lines,code_coverable_lines,code_coverage_pct,total_known_dep,dep_coverage_pct,total_known_links,link_coverage_pct,total_known_js_sources,js_source_coverage_pct,total_known_code_lines,code_coverage_union_pct,delta_duration_seconds_vs_baseline,delta_states_vs_baseline,delta_edges_vs_baseline,delta_crawl_paths_vs_baseline,delta_average_dom_kb_vs_baseline,delta_candidate_elements_vs_baseline,delta_failed_events_vs_baseline,delta_near_duplicates_vs_baseline,delta_states_with_dep_vs_baseline,delta_dep_state_coverage_pct_vs_baseline,delta_unique_dep_vs_baseline,delta_unique_links_vs_baseline,delta_unique_resources_vs_baseline,delta_unique_js_sources_vs_baseline,delta_code_covered_lines_vs_baseline,delta_code_coverable_lines_vs_baseline,delta_code_coverage_pct_vs_baseline,delta_dep_coverage_pct_vs_baseline,delta_link_coverage_pct_vs_baseline,delta_js_source_coverage_pct_vs_baseline,delta_code_coverage_union_pct_vs_baseline
simhash,wackopicko,baseline,experiments/dep/results/metrics-full/simhash/wackopicko/baseline/web/crawl0,EXHAUSTED,11,1,0,0,3.294,13,13.0,1,0,1,100.0,8,8.0,13,5,0,16,0,261,261,100.0,27,29.63,106,12.26,0,,291,89.69,,,,,,,,,,,,,,,,,,,,,
simhash,wackopicko,dep,experiments/dep/results/metrics-full/simhash/wackopicko/dep/web/crawl0,MAX_TIME,1192,14,118,88,5.048,144,10.286,1,0,14,100.0,27,1.929,32,14,0,403,0,291,291,100.0,27,100.0,106,30.19,0,,291,100.0,1181.0,13.0,118.0,88.0,1.754,131.0,0.0,0.0,13.0,0.0,19.0,19.0,9.0,0.0,30.0,30.0,0.0,70.37,17.93,,10.31
url_full,addressbook,baseline,experiments/dep/results/metrics-full/url_full/addressbook/baseline/web/crawl0,EXHAUSTED,32,9,16,8,2.73,23,2.556,0,0,6,66.67,19,2.111,17,5,0,43,0,828,828,100.0,19,100.0,17,100.0,0,,828,100.0,,,,,,,,,,,,,,,,,,,,,
url_full,addressbook,dep,experiments/dep/results/metrics-full/url_full/addressbook/dep/web/crawl0,EXHAUSTED,37,9,16,8,2.73,23,2.556,0,0,6,66.67,19,2.111,17,5,0,43,0,828,828,100.0,19,100.0,17,100.0,0,,828,100.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
url_full,hotcrp,baseline,experiments/dep/results/metrics-full/url_full/hotcrp/baseline/web/crawl0,EXHAUSTED,69,10,30,15,4.054,39,3.9,0,0,3,30.0,4,0.4,12,3,2,85,0,2043,2043,100.0,12,33.33,17,70.59,2,100.0,2073,98.55,,,,,,,,,,,,,,,,,,,,,
url_full,hotcrp,dep,experiments/dep/results/metrics-full/url_full/hotcrp/dep/web/crawl0,MAX_TIME,294,23,88,65,3.665,131,5.696,14,0,15,65.22,12,0.522,14,3,2,207,0,1996,1996,100.0,12,100.0,17,82.35,2,100.0,2073,96.29,225.0,13.0,58.0,50.0,-0.389,92.0,14.0,0.0,12.0,35.22,8.0,2.0,0.0,0.0,-47.0,-47.0,0.0,66.67,11.76,0.0,-2.26
url_full,joomla,baseline,experiments/dep/results/metrics-full/url_full/joomla/baseline/web/crawl0,EXHAUSTED,16,3,3,2,12.956,15,5.0,0,0,3,100.0,26,8.667,5,19,10,20,0,4199,4199,100.0,43,60.47,5,100.0,170,5.88,4199,100.0,,,,,,,,,,,,,,,,,,,,,
url_full,joomla,dep,experiments/dep/results/metrics-full/url_full/joomla/dep/web/crawl0,EXHAUSTED,27,3,3,2,12.956,15,5.0,0,0,3,100.0,26,8.667,5,14,10,20,0,4199,4199,100.0,43,60.47,5,100.0,170,5.88,4199,100.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
url_full,owncloud,baseline,experiments/dep/results/metrics-full/url_full/owncloud/baseline/web/crawl0,EXHAUSTED,6,2,0,0,6.555,16,8.0,7,0,2,100.0,9,4.5,4,79,57,21,0,9212,9212,100.0,9,100.0,5,80.0,57,100.0,15501,59.43,,,,,,,,,,,,,,,,,,,,,
url_full,owncloud,dep,experiments/dep/results/metrics-full/url_full/owncloud/dep/web/crawl0,EXHAUSTED,28,3,1,2,6.233,22,7.333,12,0,3,100.0,9,3.0,5,79,57,23,0,14549,14549,100.0,9,100.0,5,100.0,57,100.0,15501,93.86,22.0,1.0,1.0,2.0,-0.322,6.0,5.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,5337.0,5337.0,0.0,0.0,20.0,0.0,34.43
url_full,phpbb2,baseline,experiments/dep/results/metrics-full/url_full/phpbb2/baseline/web/crawl0,EXHAUSTED,0,1,0,0,7.572,0,0.0,0,0,0,0.0,0,0.0,4,0,0,1,0,1041,1041,100.0,0,,4,100.0,0,,1041,100.0,,,,,,,,,,,,,,,,,,,,,
url_full,phpbb2,dep,experiments/dep/results/metrics-full/url_full/phpbb2/dep/web/crawl0,EXHAUSTED,0,1,0,0,7.572,0,0.0,0,0,0,0.0,0,0.0,4,0,0,1,0,1041,1041,100.0,0,,4,100.0,0,,1041,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0
url_full,scarf,baseline,experiments/dep/results/metrics-full/url_full/scarf/baseline/web/crawl0,EXHAUSTED,0,1,0,0,1.823,0,0.0,0,0,0,0.0,0,0.0,2,0,0,1,0,11,11,100.0,0,,2,100.0,0,,11,100.0,,,,,,,,,,,,,,,,,,,,,
url_full,scarf,dep,experiments/dep/results/metrics-full/url_full/scarf/dep/web/crawl0,EXHAUSTED,0,1,0,0,1.823,0,0.0,0,0,0,0.0,0,0.0,2,0,0,1,0,11,11,100.0,0,,2,100.0,0,,11,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0
url_full,vanilla,baseline,experiments/dep/results/metrics-full/url_full/vanilla/baseline/web/crawl0,EXHAUSTED,0,1,0,0,0.466,0,0.0,0,0,0,0.0,0,0.0,1,2,0,1,0,2171,2171,100.0,0,,1,100.0,0,,2177,99.72,,,,,,,,,,,,,,,,,,,,,
url_full,vanilla,dep,experiments/dep/results/metrics-full/url_full/vanilla/dep/web/crawl0,EXHAUSTED,0,1,0,0,0.466,0,0.0,0,0,0,0.0,0,0.0,1,2,0,1,0,2104,2104,100.0,0,,1,100.0,0,,2177,96.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-67.0,-67.0,0.0,,0.0,,-3.07
url_full,wackopicko,baseline,experiments/dep/results/metrics-full/url_full/wackopicko/baseline/web/crawl0,MAX_TIME,295,15,129,99,4.886,154,10.267,0,0,15,100.0,27,1.8,34,14,0,474,0,291,291,100.0,27,100.0,106,32.08,0,,291,100.0,,,,,,,,,,,,,,,,,,,,,
url_full,wackopicko,dep,experiments/dep/results/metrics-full/url_full/wackopicko/dep/web/crawl0,MAX_TIME,293,13,115,86,5.235,134,10.308,1,0,13,100.0,27,2.077,30,14,0,390,0,290,290,100.0,27,100.0,106,28.3,0,,291,99.66,-2.0,-2.0,-14.0,-13.0,0.349,-20.0,1.0,0.0,-2.0,0.0,0.0,-4.0,0.0,0.0,-1.0,-1.0,0.0,0.0,-3.78,,-0.34
widgets,addressbook,baseline,experiments/dep/results/metrics-full/widgets/addressbook/baseline/web/crawl0,EXHAUSTED,27,7,12,6,2.821,17,2.429,0,0,5,71.43,19,2.714,17,5,0,36,0,828,828,100.0,19,100.0,17,100.0,0,,828,100.0,,,,,,,,,,,,,,,,,,,,,
widgets,addressbook,dep,experiments/dep/results/metrics-full/widgets/addressbook/dep/web/crawl0,EXHAUSTED,37,8,15,8,3.029,22,2.75,0,0,6,75.0,19,2.375,17,5,0,42,0,828,828,100.0,19,100.0,17,100.0,0,,828,100.0,10.0,1.0,3.0,2.0,0.208,5.0,0.0,0.0,1.0,3.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
widgets,hotcrp,baseline,experiments/dep/results/metrics-full/widgets/hotcrp/baseline/web/crawl0,EXHAUSTED,33,3,10,6,3.637,17,5.667,2,0,2,66.67,8,2.667,9,3,2,20,0,2043,2043,100.0,12,66.67,17,52.94,2,100.0,2073,98.55,,,,,,,,,,,,,,,,,,,,,
widgets,hotcrp,dep,experiments/dep/results/metrics-full/widgets/hotcrp/dep/web/crawl0,MAX_TIME,287,16,80,68,3.372,113,7.062,18,0,15,93.75,12,0.75,10,3,2,192,0,1996,1996,100.0,12,100.0,17,58.82,2,100.0,2073,96.29,254.0,13.0,70.0,62.0,-0.265,96.0,16.0,0.0,13.0,27.08,4.0,1.0,0.0,0.0,-47.0,-47.0,0.0,33.33,5.88,0.0,-2.26
widgets,joomla,baseline,experiments/dep/results/metrics-full/widgets/joomla/baseline/web/crawl0,EXHAUSTED,20,2,6,4,16.649,10,5.0,0,0,2,100.0,26,13.0,5,19,10,20,0,4199,4199,100.0,43,60.47,5,100.0,170,5.88,4199,100.0,,,,,,,,,,,,,,,,,,,,,
widgets,joomla,dep,experiments/dep/results/metrics-full/widgets/joomla/dep/web/crawl0,EXHAUSTED,63,4,15,10,16.757,20,5.0,0,0,4,100.0,26,6.5,5,19,10,44,0,4199,4199,100.0,43,60.47,5,100.0,170,5.88,4199,100.0,43.0,2.0,9.0,6.0,0.108,10.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
widgets,owncloud,baseline,experiments/dep/results/metrics-full/widgets/owncloud/baseline/web/crawl0,EXHAUSTED,7,2,1,2,6.08,14,7.0,12,0,2,100.0,9,4.5,5,79,57,22,0,9212,9212,100.0,9,100.0,5,100.0,57,100.0,15501,59.43,,,,,,,,,,,,,,,,,,,,,
widgets,owncloud,dep,experiments/dep/results/metrics-full/widgets/owncloud/dep/web/crawl0,EXHAUSTED,8,2,1,2,6.08,14,7.0,12,0,2,100.0,9,4.5,5,79,57,17,0,14549,14549,100.0,9,100.0,5,100.0,57,100.0,15501,93.86,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5337.0,5337.0,0.0,0.0,0.0,0.0,34.43
widgets,phpbb2,baseline,experiments/dep/results/metrics-full/widgets/phpbb2/baseline/web/crawl0,EXHAUSTED,0,1,0,0,7.572,0,0.0,0,0,0,0.0,0,0.0,4,0,0,1,0,1041,1041,100.0,0,,4,100.0,0,,1041,100.0,,,,,,,,,,,,,,,,,,,,,
widgets,phpbb2,dep,experiments/dep/results/metrics-full/widgets/phpbb2/dep/web/crawl0,EXHAUSTED,0,1,0,0,7.572,0,0.0,0,0,0,0.0,0,0.0,4,0,0,1,0,1041,1041,100.0,0,,4,100.0,0,,1041,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0
widgets,scarf,baseline,experiments/dep/results/metrics-full/widgets/scarf/baseline/web/crawl0,EXHAUSTED,0,1,0,0,1.823,0,0.0,0,0,0,0.0,0,0.0,2,0,0,1,0,11,11,100.0,0,,2,100.0,0,,11,100.0,,,,,,,,,,,,,,,,,,,,,
widgets,scarf,dep,experiments/dep/results/metrics-full/widgets/scarf/dep/web/crawl0,EXHAUSTED,0,1,0,0,1.823,0,0.0,0,0,0,0.0,0,0.0,2,0,0,1,0,11,11,100.0,0,,2,100.0,0,,11,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0
widgets,vanilla,baseline,experiments/dep/results/metrics-full/widgets/vanilla/baseline/web/crawl0,EXHAUSTED,0,1,0,0,0.466,0,0.0,0,0,0,0.0,0,0.0,1,2,0,1,0,2171,2171,100.0,0,,1,100.0,0,,2177,99.72,,,,,,,,,,,,,,,,,,,,,
widgets,vanilla,dep,experiments/dep/results/metrics-full/widgets/vanilla/dep/web/crawl0,EXHAUSTED,0,1,0,0,0.466,0,0.0,0,0,0,0.0,0,0.0,1,2,0,1,0,2104,2104,100.0,0,,1,100.0,0,,2177,96.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-67.0,-67.0,0.0,,0.0,,-3.07
widgets,wackopicko,baseline,experiments/dep/results/metrics-full/widgets/wackopicko/baseline/web/crawl0,EXHAUSTED,100,7,58,37,7.453,73,10.429,0,0,7,100.0,20,2.857,23,14,0,167,0,280,280,100.0,27,74.07,106,21.7,0,,291,96.22,,,,,,,,,,,,,,,,,,,,,
widgets,wackopicko,dep,experiments/dep/results/metrics-full/widgets/wackopicko/dep/web/crawl0,MAX_TIME,294,15,118,88,4.931,144,9.6,0,0,14,93.33,27,1.8,32,14,0,400,0,291,291,100.0,27,100.0,106,30.19,0,,291,100.0,194.0,8.0,60.0,51.0,-2.522,71.0,0.0,0.0,7.0,-6.67,7.0,9.0,0.0,0.0,11.0,11.0,0.0,25.93,8.49,,3.78
